ppm,Intensity
10.72724773,-1.82838E-06
10.72701843,-1.8748E-06
10.72678914,-2.54174E-06
10.72655985,-2.07112E-06
10.72633056,-3.08228E-07
10.72610126,1.017E-06
10.72587197,9.27836E-07
10.72564268,1.16678E-07
10.72541338,-5.87085E-07
10.72518409,-1.07177E-06
10.7249548,-1.35832E-06
10.7247255,-1.52491E-06
10.72449621,-2.23073E-06
10.72426692,-4.05047E-06
10.72403762,-6.11543E-06
10.72380833,-6.63932E-06
10.72357904,-5.22895E-06
10.72334975,-3.51186E-06
10.72312045,-2.71342E-06
10.72289116,-1.83679E-06
10.72266187,3.54604E-07
10.72243257,2.64559E-06
10.72220328,2.74533E-06
10.72197399,7.01563E-07
10.72174469,-1.28572E-06
10.7215154,-1.94928E-06
10.72128611,-1.76665E-06
10.72105681,-1.38904E-06
10.72082752,-1.09935E-06
10.72059823,-9.5481E-07
10.72036894,-4.03343E-07
10.72013964,7.94403E-07
10.71991035,1.27773E-06
10.71968106,2.0014E-07
10.71945176,-3.77214E-07
10.71922247,1.23022E-06
10.71899318,2.55685E-06
10.71876388,8.76548E-07
10.71853459,-1.92707E-06
10.7183053,-3.02944E-06
10.718076,-3.33206E-06
10.71784671,-4.03234E-06
10.71761742,-3.54139E-06
10.71738813,-1.62782E-06
10.71715883,-8.5989E-07
10.71692954,-1.43552E-06
10.71670025,-8.38129E-07
10.71647095,6.23033E-07
10.71624166,3.96791E-07
10.71601237,-1.01278E-06
10.71578307,-1.27912E-06
10.71555378,-7.25527E-07
10.71532449,-8.12161E-07
10.71509519,-1.10761E-06
10.7148659,-1.16604E-06
10.71463661,-2.11606E-06
10.71440731,-4.04113E-06
10.71417802,-4.77151E-06
10.71394873,-3.10498E-06
10.71371944,-1.09262E-06
10.71349014,-1.27807E-06
10.71326085,-2.86302E-06
10.71303156,-2.98841E-06
10.71280226,-1.25E-06
10.71257297,2.12382E-07
10.71234368,5.58478E-07
10.71211438,4.01353E-07
10.71188509,-5.61205E-07
10.7116558,-2.11911E-06
10.7114265,-2.39517E-06
10.71119721,-1.51856E-06
10.71096792,-2.20343E-06
10.71073863,-4.46802E-06
10.71050933,-5.39221E-06
10.71028004,-4.61956E-06
10.71005075,-3.87994E-06
10.70982145,-2.70112E-06
10.70959216,-6.51868E-07
10.70936287,-4.3654E-08
10.70913357,-1.22496E-06
10.70890428,-7.53069E-07
10.70867499,1.95464E-06
10.70844569,2.91256E-06
10.7082164,9.4533E-07
10.70798711,-3.20477E-07
10.70775782,7.04404E-07
10.70752852,1.21035E-06
10.70729923,-5.84079E-07
10.70706994,-2.6666E-06
10.70684064,-2.70047E-06
10.70661135,-1.08353E-06
10.70638206,2.87055E-07
10.70615276,6.65624E-07
10.70592347,6.45196E-07
10.70569418,2.90685E-07
10.70546488,-9.06555E-07
10.70523559,-2.08005E-06
10.7050063,-1.6175E-06
10.70477701,2.30292E-08
10.70454771,1.09601E-06
10.70431842,1.77016E-06
10.70408913,3.10746E-06
10.70385983,3.89532E-06
10.70363054,2.3215E-06
10.70340125,-3.31045E-07
10.70317195,-1.17956E-06
10.70294266,4.98241E-08
10.70271337,1.0622E-06
10.70248407,5.79072E-07
10.70225478,-1.59896E-07
10.70202549,4.11341E-07
10.7017962,1.77175E-06
10.7015669,2.10799E-06
10.70133761,9.80571E-07
10.70110832,-3.66747E-07
10.70087902,-1.15415E-06
10.70064973,-1.77836E-06
10.70042044,-2.54692E-06
10.70019114,-3.1641E-06
10.69996185,-3.24945E-06
10.69973256,-2.73549E-06
10.69950326,-2.19985E-06
10.69927397,-2.49018E-06
10.69904468,-3.44359E-06
10.69881539,-3.94942E-06
10.69858609,-3.56986E-06
10.6983568,-2.84292E-06
10.69812751,-2.27906E-06
10.69789821,-2.02683E-06
10.69766892,-1.55285E-06
10.69743963,1.99916E-07
10.69721033,2.45381E-06
10.69698104,2.16509E-06
10.69675175,-1.11746E-06
10.69652245,-3.1626E-06
10.69629316,-1.31906E-06
10.69606387,1.50196E-06
10.69583457,2.42152E-06
10.69560528,2.72606E-06
10.69537599,3.5635E-06
10.6951467,3.4344E-06
10.6949174,2.04921E-06
10.69468811,1.18859E-06
10.69445882,1.1285E-06
10.69422952,9.4494E-07
10.69400023,1.19907E-06
10.69377094,2.37043E-06
10.69354164,3.08072E-06
10.69331235,2.62221E-06
10.69308306,2.06394E-06
10.69285376,1.72576E-06
10.69262447,9.78958E-07
10.69239518,3.80028E-08
10.69216589,-9.42958E-07
10.69193659,-2.48141E-06
10.6917073,-3.79932E-06
10.69147801,-3.60421E-06
10.69124871,-2.96853E-06
10.69101942,-3.4375E-06
10.69079013,-3.74528E-06
10.69056083,-2.31372E-06
10.69033154,-3.02735E-07
10.69010225,8.0395E-07
10.68987295,1.26059E-06
10.68964366,1.28125E-06
10.68941437,6.98744E-07
10.68918508,2.60718E-07
10.68895578,3.9268E-07
10.68872649,8.14959E-08
10.6884972,-1.23189E-06
10.6882679,-2.67293E-06
10.68803861,-3.28536E-06
10.68780932,-2.53078E-06
10.68758002,-4.26378E-07
10.68735073,1.59782E-06
10.68712144,1.95564E-06
10.68689214,1.31024E-06
10.68666285,1.3501E-06
10.68643356,1.96181E-06
10.68620427,2.03755E-06
10.68597497,1.5575E-06
10.68574568,9.68875E-07
10.68551639,5.52512E-07
10.68528709,1.30415E-06
10.6850578,3.6167E-06
10.68482851,4.98441E-06
10.68459921,2.71769E-06
10.68436992,-1.21723E-06
10.68414063,-2.33242E-06
10.68391133,-3.66515E-07
10.68368204,7.13398E-07
10.68345275,-7.05563E-07
10.68322346,-2.11155E-06
10.68299416,-1.84614E-06
10.68276487,-1.30133E-06
10.68253558,-1.49937E-06
10.68230628,-1.14424E-06
10.68207699,8.28731E-07
10.6818477,2.98758E-06
10.6816184,3.01465E-06
10.68138911,1.01914E-06
10.68115982,-1.47277E-07
10.68093052,1.19882E-06
10.68070123,2.8879E-06
10.68047194,2.30894E-06
10.68024265,7.13986E-07
10.68001335,8.05894E-07
10.67978406,1.91224E-06
10.67955477,1.70637E-06
10.67932547,1.00719E-06
10.67909618,2.30121E-06
10.67886689,4.86372E-06
10.67863759,5.80055E-06
10.6784083,4.78675E-06
10.67817901,3.75568E-06
10.67794971,3.15199E-06
10.67772042,2.19882E-06
10.67749113,1.50646E-06
10.67726184,1.9819E-06
10.67703254,2.50037E-06
10.67680325,1.71295E-06
10.67657396,8.55809E-07
10.67634466,1.96582E-06
10.67611537,4.2998E-06
10.67588608,5.07881E-06
10.67565678,3.40884E-06
10.67542749,1.35355E-06
10.6751982,9.73455E-07
10.6749689,1.94843E-06
10.67473961,2.58715E-06
10.67451032,2.02287E-06
10.67428102,9.9309E-07
10.67405173,1.02245E-06
10.67382244,2.59923E-06
10.67359315,4.00685E-06
10.67336385,3.22173E-06
10.67313456,1.02264E-06
10.67290527,9.15039E-08
10.67267597,9.2948E-07
10.67244668,1.21843E-06
10.67221739,-5.2404E-07
10.67198809,-2.93944E-06
10.6717588,-3.72043E-06
10.67152951,-2.09122E-06
10.67130021,5.00687E-07
10.67107092,1.60511E-06
10.67084163,2.75782E-07
10.67061234,-1.53822E-06
10.67038304,-1.13765E-06
10.67015375,1.3236E-06
10.66992446,2.9338E-06
10.66969516,2.26462E-06
10.66946587,1.31932E-06
10.66923658,1.82014E-06
10.66900728,2.38139E-06
10.66877799,1.65744E-06
10.6685487,9.75433E-07
10.6683194,1.29264E-06
10.66809011,1.24234E-06
10.66786082,2.03807E-07
10.66763153,-5.74424E-07
10.66740223,-6.9593E-07
10.66717294,-8.29956E-07
10.66694365,-9.54642E-07
10.66671435,-1.01877E-06
10.66648506,-1.09293E-06
10.66625577,-2.01885E-08
10.66602647,2.50502E-06
10.66579718,3.81437E-06
10.66556789,2.49701E-06
10.66533859,1.39833E-06
10.6651093,2.36396E-06
10.66488001,3.08948E-06
10.66465072,2.27192E-06
10.66442142,1.79106E-06
10.66419213,2.18837E-06
10.66396284,2.11599E-06
10.66373354,1.98061E-06
10.66350425,2.66805E-06
10.66327496,2.73025E-06
10.66304566,1.2323E-06
10.66281637,1.95894E-07
10.66258708,1.2028E-06
10.66235778,2.96502E-06
10.66212849,3.61575E-06
10.6618992,2.5058E-06
10.66166991,4.95221E-08
10.66144061,-2.05215E-06
10.66121132,-1.86165E-06
10.66098203,3.12762E-07
10.66075273,2.24148E-06
10.66052344,2.65709E-06
10.66029415,2.13692E-06
10.66006485,1.73576E-06
10.65983556,1.92491E-06
10.65960627,2.31756E-06
10.65937697,2.27906E-06
10.65914768,1.91246E-06
10.65891839,1.58364E-06
10.6586891,1.09944E-06
10.6584598,7.52901E-07
10.65823051,1.62155E-06
10.65800122,3.44293E-06
10.65777192,4.44482E-06
10.65754263,3.94725E-06
10.65731334,2.64209E-06
10.65708404,9.80014E-07
10.65685475,-2.96069E-07
10.65662546,-1.22535E-08
10.65639616,1.17356E-06
10.65616687,1.21012E-06
10.65593758,1.09373E-07
10.65570828,-3.00308E-07
10.65547899,3.28901E-07
10.6552497,9.99526E-07
10.65502041,1.55231E-06
10.65479111,2.06583E-06
10.65456182,1.75779E-06
10.65433253,4.79954E-07
10.65410323,-3.75328E-07
10.65387394,8.59134E-08
10.65364465,8.20512E-07
10.65341535,6.68105E-07
10.65318606,1.77542E-07
10.65295677,2.77804E-07
10.65272747,7.20804E-07
10.65249818,1.36655E-06
10.65226889,2.87278E-06
10.6520396,4.49977E-06
10.6518103,4.07305E-06
10.65158101,1.5688E-06
10.65135172,-3.98984E-07
10.65112242,-2.61722E-07
10.65089313,1.33755E-06
10.65066384,3.33095E-06
10.65043454,4.58798E-06
10.65020525,4.18815E-06
10.64997596,2.86788E-06
10.64974666,2.10553E-06
10.64951737,1.87258E-06
10.64928808,1.47679E-06
10.64905879,1.17798E-06
10.64882949,1.16777E-06
10.6486002,9.24685E-07
10.64837091,4.04847E-07
10.64814161,1.16656E-07
10.64791232,2.79662E-07
10.64768303,8.33757E-07
10.64745373,1.33681E-06
10.64722444,1.18888E-06
10.64699515,9.25897E-07
10.64676585,1.50148E-06
10.64653656,1.82786E-06
10.64630727,1.98039E-07
10.64607798,-2.00464E-06
10.64584868,-2.08322E-06
10.64561939,-7.68807E-07
10.6453901,-6.08111E-07
10.6451608,-7.72135E-07
10.64493151,1.30176E-06
10.64470222,4.00038E-06
10.64447292,3.14687E-06
10.64424363,-6.09035E-07
10.64401434,-2.23807E-06
10.64378504,-5.6641E-07
10.64355575,4.49476E-07
10.64332646,-8.87826E-07
10.64309717,-2.04776E-06
10.64286787,-1.80804E-06
10.64263858,-1.52364E-06
10.64240929,-1.48941E-06
10.64217999,-1.11223E-06
10.6419507,-1.17337E-06
10.64172141,-2.35241E-06
10.64149211,-3.3414E-06
10.64126282,-2.28444E-06
10.64103353,8.566E-07
10.64080423,3.26804E-06
10.64057494,1.4772E-06
10.64034565,-3.50793E-06
10.64011636,-6.16628E-06
10.63988706,-4.30379E-06
10.63965777,-1.96431E-06
10.63942848,-2.00832E-06
10.63919918,-2.3612E-06
10.63896989,-1.42983E-06
10.6387406,-5.01694E-07
10.6385113,-2.9696E-07
10.63828201,-5.69998E-07
10.63805272,-1.76648E-06
10.63782342,-3.53298E-06
10.63759413,-4.26513E-06
10.63736484,-3.56541E-06
10.63713554,-2.19951E-06
10.63690625,-3.38794E-07
10.63667696,1.60674E-06
10.63644767,2.51253E-06
10.63621837,2.37641E-06
10.63598908,2.13977E-06
10.63575979,1.73546E-06
10.63553049,7.11698E-07
10.6353012,-2.99428E-07
10.63507191,-5.17752E-07
10.63484261,-1.37084E-07
10.63461332,1.58157E-07
10.63438403,-1.14057E-07
10.63415473,-6.96521E-07
10.63392544,-6.07138E-07
10.63369615,4.64092E-07
10.63346686,1.55102E-06
10.63323756,1.9405E-06
10.63300827,1.69546E-06
10.63277898,5.712E-07
10.63254968,-1.31644E-06
10.63232039,-2.36923E-06
10.6320911,-1.47833E-06
10.6318618,6.74559E-08
10.63163251,5.9942E-07
10.63140322,3.45207E-07
10.63117392,3.52756E-07
10.63094463,7.72817E-07
10.63071534,8.90353E-07
10.63048605,-3.67977E-08
10.63025675,-1.60837E-06
10.63002746,-1.92577E-06
10.62979817,-3.25125E-08
10.62956887,1.77789E-06
10.62933958,7.2935E-07
10.62911029,-2.04612E-06
10.62888099,-3.19327E-06
10.6286517,-2.49848E-06
10.62842241,-2.66418E-06
10.62819311,-4.10265E-06
10.62796382,-4.28896E-06
10.62773453,-2.61068E-06
10.62750524,-1.61715E-06
10.62727594,-2.61685E-06
10.62704665,-3.75494E-06
10.62681736,-3.30257E-06
10.62658806,-1.77006E-06
10.62635877,-2.58192E-07
10.62612948,8.64177E-07
10.62590018,1.46518E-06
10.62567089,1.34626E-06
10.6254416,4.55175E-07
10.6252123,-8.0058E-07
10.62498301,-1.33123E-06
10.62475372,-4.67253E-07
10.62452443,6.79334E-07
10.62429513,6.20277E-07
10.62406584,-4.57995E-07
10.62383655,-1.80413E-06
10.62360725,-3.13629E-06
10.62337796,-3.13623E-06
10.62314867,-6.26943E-07
10.62291937,2.04685E-06
10.62269008,1.73188E-06
10.62246079,9.4458E-10
10.62223149,4.093E-07
10.6220022,2.19648E-06
10.62177291,2.32888E-06
10.62154362,1.02457E-06
10.62131432,5.95383E-07
10.62108503,1.53064E-06
10.62085574,2.40569E-06
10.62062644,1.80036E-06
10.62039715,1.04767E-07
10.62016786,-2.73626E-07
10.61993856,1.36667E-06
10.61970927,1.86581E-06
10.61947998,-4.08341E-07
10.61925068,-1.94645E-06
10.61902139,-3.95023E-07
10.6187921,1.21403E-06
10.61856281,6.23626E-07
10.61833351,-5.70177E-08
10.61810422,1.96361E-07
10.61787493,-5.70911E-07
10.61764563,-2.14658E-06
10.61741634,-1.60417E-06
10.61718705,1.44709E-06
10.61695775,3.91223E-06
10.61672846,3.62956E-06
10.61649917,1.89299E-06
10.61626987,1.29408E-06
10.61604058,2.03189E-06
10.61581129,1.69005E-06
10.61558199,-4.64513E-07
10.6153527,-1.5941E-06
10.61512341,-6.87512E-08
10.61489412,1.42818E-06
10.61466482,6.32552E-07
10.61443553,-6.1167E-07
10.61420624,-4.37591E-07
10.61397694,-3.38783E-07
10.61374765,-1.74184E-06
10.61351836,-3.18529E-06
10.61328906,-3.00162E-06
10.61305977,-1.70875E-06
10.61283048,-5.79116E-07
10.61260118,-4.4829E-09
10.61237189,3.11736E-07
10.6121426,6.31037E-07
10.61191331,5.38001E-07
10.61168401,-7.31514E-07
10.61145472,-2.58408E-06
10.61122543,-3.09057E-06
10.61099613,-2.02148E-06
10.61076684,-1.67923E-06
10.61053755,-3.1338E-06
10.61030825,-4.44586E-06
10.61007896,-4.31091E-06
10.60984967,-4.0801E-06
10.60962037,-4.29609E-06
10.60939108,-3.11495E-06
10.60916179,-5.37201E-07
10.6089325,-5.26596E-08
10.6087032,-2.99543E-06
10.60847391,-5.41943E-06
10.60824462,-4.19511E-06
10.60801532,-1.85591E-06
10.60778603,-1.47158E-06
10.60755674,-1.66888E-06
10.60732744,-8.39716E-07
10.60709815,-6.79581E-07
10.60686886,-1.75823E-06
10.60663956,-1.63204E-06
10.60641027,3.2029E-08
10.60618098,7.49869E-07
10.60595169,2.89717E-07
10.60572239,1.92105E-07
10.6054931,-2.25156E-07
10.60526381,-1.61934E-06
10.60503451,-1.84433E-06
10.60480522,-9.03948E-08
10.60457593,8.98538E-07
10.60434663,-1.67166E-07
10.60411734,-1.07485E-06
10.60388805,-6.16894E-07
10.60365875,-3.67847E-07
10.60342946,-1.39519E-06
10.60320017,-2.58478E-06
10.60297088,-2.27581E-06
10.60274158,-8.79342E-08
10.60251229,2.46312E-06
10.602283,3.11332E-06
10.6020537,1.3148E-06
10.60182441,-8.2123E-07
10.60159512,-8.74044E-07
10.60136582,5.82252E-07
