ppm,intensity
12.19579824,4.9319E-06
12.19551194,3.91912E-06
12.19522563,3.95088E-06
12.19493932,4.86072E-06
12.19465302,3.93687E-06
12.19436671,-1.83127E-07
12.19408041,-3.43433E-06
12.1937941,3.40841E-08
12.19350779,9.54918E-06
12.19322149,1.7308E-05
12.19293518,1.76372E-05
12.19264887,1.31659E-05
12.19236257,9.64619E-06
12.19207626,8.13734E-06
12.19178995,5.74627E-06
12.19150365,2.02108E-06
12.19121734,3.42943E-07
12.19093103,2.50981E-06
12.19064473,5.28782E-06
12.19035842,4.669E-06
12.19007211,1.76187E-06
12.18978581,1.04458E-06
12.1894995,3.11094E-06
12.18921319,3.6424E-06
12.18892689,1.30642E-06
12.18864058,1.71484E-06
12.18835428,9.1366E-06
12.18806797,1.80771E-05
12.18778166,1.92642E-05
12.18749536,1.21898E-05
12.18720905,5.2528E-06
12.18692274,3.94036E-06
12.18663644,5.47366E-06
12.18635013,5.97792E-06
12.18606382,6.21679E-06
12.18577752,7.47423E-06
12.18549121,7.49577E-06
12.1852049,4.75066E-06
12.1849186,2.62634E-06
12.18463229,4.48779E-06
12.18434598,7.17064E-06
12.18405968,4.77472E-06
12.18377337,-2.06119E-06
12.18348706,-6.33291E-06
12.18320076,-4.93695E-06
12.18291445,-3.1602E-06
12.18262815,-5.93683E-06
12.18234184,-9.49427E-06
12.18205553,-7.06839E-06
12.18176923,-1.47202E-07
12.18148292,2.78868E-06
12.18119661,-1.19311E-06
12.18091031,-4.9375E-06
12.180624,-1.88901E-06
12.18033769,4.18011E-06
12.18005139,4.72774E-06
12.17976508,-1.68437E-06
12.17947877,-8.30867E-06
12.17919247,-9.5574E-06
12.17890616,-6.48407E-06
12.17861985,-3.035E-06
12.17833355,-1.27887E-06
12.17804724,-1.31466E-06
12.17776093,-2.32489E-06
12.17747463,-2.41532E-06
12.17718832,-3.69133E-07
12.17690201,1.36779E-06
12.17661571,-1.30176E-06
12.1763294,-7.7054E-06
12.1760431,-1.15566E-05
12.17575679,-8.76947E-06
12.17547048,-2.69292E-06
12.17518418,1.16992E-06
12.17489787,1.94058E-06
12.17461156,1.17563E-06
12.17432526,-2.0309E-06
12.17403895,-8.06627E-06
12.17375264,-1.19545E-05
12.17346634,-8.7264E-06
12.17318003,-2.44099E-06
12.17289372,-2.13664E-06
12.17260742,-8.4487E-06
12.17232111,-1.21739E-05
12.1720348,-7.82015E-06
12.1717485,-4.86636E-07
12.17146219,3.77995E-06
12.17117588,6.1877E-06
12.17088958,8.91677E-06
12.17060327,8.51349E-06
12.17031697,2.45147E-06
12.17003066,-3.78177E-06
12.16974435,-3.61007E-06
12.16945805,1.16825E-06
12.16917174,4.79913E-06
12.16888543,7.01778E-06
12.16859913,1.06192E-05
12.16831282,1.35142E-05
12.16802651,1.1478E-05
12.16774021,6.51433E-06
12.1674539,4.75178E-06
12.16716759,7.36325E-06
12.16688129,1.0394E-05
12.16659498,1.23574E-05
12.16630867,1.52435E-05
12.16602237,1.84442E-05
12.16573606,1.80764E-05
12.16544975,1.32317E-05
12.16516345,8.0497E-06
12.16487714,6.1677E-06
12.16459084,6.32029E-06
12.16430453,4.94353E-06
12.16401822,1.47111E-06
12.16373192,-4.37414E-07
12.16344561,2.85164E-06
12.1631593,1.01426E-05
12.162873,1.64086E-05
12.16258669,1.87939E-05
12.16230038,1.89166E-05
12.16201408,1.79759E-05
12.16172777,1.34991E-05
12.16144146,4.29134E-06
12.16115516,-4.76507E-06
12.16086885,-7.43503E-06
12.16058254,-3.79628E-06
12.16029624,7.43323E-07
12.16000993,2.45941E-06
12.15972362,1.75293E-06
12.15943732,9.21067E-08
12.15915101,-1.92503E-06
12.15886471,-3.98162E-06
12.1585784,-5.67779E-06
12.15829209,-6.18328E-06
12.15800579,-3.70162E-06
12.15771948,2.70707E-06
12.15743317,1.02632E-05
12.15714687,1.42621E-05
12.15686056,1.37117E-05
12.15657425,1.23834E-05
12.15628795,1.31638E-05
12.15600164,1.40911E-05
12.15571533,1.1389E-05
12.15542903,4.44541E-06
12.15514272,-3.22569E-06
12.15485641,-6.69549E-06
12.15457011,-3.39704E-06
12.1542838,4.25027E-06
12.15399749,1.0591E-05
12.15371119,1.27395E-05
12.15342488,1.35465E-05
12.15313857,1.65219E-05
12.15285227,1.99368E-05
12.15256596,1.96515E-05
12.15227966,1.63749E-05
12.15199335,1.52944E-05
12.15170704,1.82155E-05
12.15142074,2.07334E-05
12.15113443,1.89329E-05
12.15084812,1.49492E-05
12.15056182,1.2927E-05
12.15027551,1.21918E-05
12.1499892,8.38576E-06
12.1497029,6.7677E-07
12.14941659,-6.03703E-06
12.14913028,-7.41914E-06
12.14884398,-5.44404E-06
12.14855767,-5.21345E-06
12.14827136,-7.2332E-06
12.14798506,-6.4123E-06
12.14769875,2.13035E-07
12.14741244,7.9966E-06
12.14712614,1.00574E-05
12.14683983,6.4956E-06
12.14655353,4.11765E-06
12.14626722,6.779E-06
12.14598091,1.02527E-05
12.14569461,8.70635E-06
12.1454083,2.80071E-06
12.14512199,-1.88448E-06
12.14483569,-2.19896E-06
12.14454938,5.63879E-07
12.14426307,4.71144E-06
12.14397677,9.84385E-06
12.14369046,1.41085E-05
12.14340415,1.38952E-05
12.14311785,8.47623E-06
12.14283154,2.37718E-06
12.14254523,5.12464E-07
12.14225893,2.33991E-06
12.14197262,3.2622E-06
12.14168631,9.04197E-07
12.14140001,-2.59687E-06
12.1411137,-4.21043E-06
12.1408274,-3.2525E-06
12.14054109,-6.97173E-07
12.14025478,2.38176E-06
12.13996848,5.00768E-06
12.13968217,6.73035E-06
12.13939586,8.10545E-06
12.13910956,9.06812E-06
12.13882325,7.57125E-06
12.13853694,2.69276E-06
12.13825064,-1.68295E-06
12.13796433,-3.55992E-07
12.13767802,6.07319E-06
12.13739172,1.20819E-05
12.13710541,1.53644E-05
12.1368191,1.86838E-05
12.1365328,2.28439E-05
12.13624649,2.42823E-05
12.13596018,2.19286E-05
12.13567388,1.99516E-05
12.13538757,2.02543E-05
12.13510127,1.85573E-05
12.13481496,1.245E-05
12.13452865,7.3527E-06
12.13424235,8.59736E-06
12.13395604,1.23343E-05
12.13366973,1.09893E-05
12.13338343,4.71164E-06
12.13309712,7.51398E-07
12.13281081,2.84757E-06
12.13252451,7.10979E-06
12.1322382,8.33545E-06
12.13195189,5.85708E-06
12.13166559,2.64571E-06
12.13137928,1.75577E-06
12.13109297,4.01377E-06
12.13080667,7.24583E-06
12.13052036,8.16538E-06
12.13023405,6.55709E-06
12.12994775,6.32883E-06
12.12966144,1.03384E-05
12.12937513,1.55026E-05
12.12908883,1.58927E-05
12.12880252,1.04129E-05
12.12851622,4.73494E-06
12.12822991,4.70594E-06
12.1279436,9.323E-06
12.1276573,1.15629E-05
12.12737099,6.19549E-06
12.12708468,-4.00293E-06
12.12679838,-1.08971E-05
12.12651207,-1.00546E-05
12.12622576,-5.46051E-06
12.12593946,-3.62551E-06
12.12565315,-4.77852E-06
12.12536684,-3.35467E-06
12.12508054,3.03166E-06
12.12479423,9.28311E-06
12.12450792,9.33115E-06
12.12422162,3.80392E-06
12.12393531,-1.57597E-06
12.123649,-3.13811E-06
12.1233627,-1.62069E-06
12.12307639,1.1924E-06
12.12279009,4.09427E-06
12.12250378,4.5919E-06
12.12221747,-4.77386E-08
12.12193117,-7.55654E-06
12.12164486,-1.0259E-05
12.12135855,-4.07675E-06
12.12107225,4.41521E-06
12.12078594,5.21256E-06
12.12049963,-1.81109E-06
12.12021333,-7.00818E-06
12.11992702,-4.83204E-06
12.11964071,-4.28538E-07
12.11935441,2.55572E-07
12.1190681,-5.09404E-07
12.11878179,1.71623E-06
12.11849549,4.8044E-06
12.11820918,4.21659E-06
12.11792287,1.33196E-06
12.11763657,3.82983E-07
12.11735026,3.58809E-07
12.11706396,-2.82862E-06
12.11677765,-8.42232E-06
12.11649134,-1.19188E-05
12.11620504,-1.23257E-05
12.11591873,-1.1945E-05
12.11563242,-1.06633E-05
12.11534612,-7.034E-06
12.11505981,-3.76164E-06
12.1147735,-5.22156E-06
12.1144872,-9.61691E-06
12.11420089,-1.01037E-05
12.11391458,-4.8687E-06
12.11362828,-4.48952E-07
12.11334197,-2.51093E-06
12.11305566,-7.30793E-06
12.11276936,-5.9238E-06
12.11248305,4.20634E-06
12.11219674,1.51768E-05
12.11191044,1.71607E-05
12.11162413,9.48848E-06
12.11133783,9.22105E-07
12.11105152,-8.0412E-07
12.11076521,3.33105E-06
12.11047891,7.33148E-06
12.1101926,8.00509E-06
12.10990629,6.46789E-06
12.10961999,4.53296E-06
12.10933368,2.82952E-06
12.10904737,1.11863E-06
12.10876107,-1.60891E-06
12.10847476,-5.59906E-06
12.10818845,-7.7036E-06
12.10790215,-3.68959E-06
12.10761584,4.68232E-06
12.10732953,9.04288E-06
12.10704323,4.6029E-06
12.10675692,-2.6369E-06
12.10647061,-3.56327E-06
12.10618431,1.95069E-06
12.105898,6.14089E-06
12.10561169,4.93164E-06
12.10532539,2.22972E-06
12.10503908,2.37181E-06
12.10475278,4.17966E-06
12.10446647,4.57914E-06
12.10418016,3.36577E-06
12.10389386,1.45098E-06
12.10360755,-1.82667E-06
12.10332124,-6.2539E-06
12.10303494,-8.74143E-06
12.10274863,-7.51859E-06
12.10246232,-5.70799E-06
12.10217602,-6.69265E-06
12.10188971,-8.36616E-06
12.1016034,-6.66652E-06
12.1013171,-2.75654E-06
12.10103079,-1.23088E-06
12.10074448,-2.45705E-06
12.10045818,-2.65225E-06
12.10017187,-1.25425E-06
12.09988556,-1.92002E-06
12.09959926,-5.06678E-06
12.09931295,-5.27894E-06
12.09902665,1.17529E-06
12.09874034,1.03725E-05
12.09845403,1.52455E-05
12.09816773,1.36725E-05
12.09788142,9.77851E-06
12.09759511,8.59565E-06
12.09730881,1.10613E-05
12.0970225,1.36591E-05
12.09673619,1.21585E-05
12.09644989,5.88961E-06
12.09616358,-1.70356E-06
12.09587727,-6.93231E-06
12.09559097,-9.56284E-06
12.09530466,-1.19085E-05
12.09501835,-1.48841E-05
12.09473205,-1.629E-05
12.09444574,-1.3408E-05
12.09415943,-6.57988E-06
12.09387313,6.08637E-07
12.09358682,4.69566E-06
12.09330052,5.27161E-06
12.09301421,4.65268E-06
12.0927279,5.66505E-06
12.0924416,9.63232E-06
12.09215529,1.47617E-05
12.09186898,1.63441E-05
12.09158268,1.12069E-05
12.09129637,2.81512E-06
12.09101006,-1.29332E-06
12.09072376,1.30217E-06
12.09043745,4.89931E-06
12.09015114,3.94402E-06
12.08986484,9.82326E-08
12.08957853,-2.00656E-06
12.08929222,-1.54042E-06
12.08900592,3.96949E-07
12.08871961,5.22555E-06
12.0884333,1.35272E-05
12.088147,1.97375E-05
12.08786069,1.65633E-05
12.08757439,4.56136E-06
12.08728808,-7.39309E-06
12.08700177,-1.15938E-05
12.08671547,-8.10398E-06
12.08642916,-1.94721E-06
12.08614285,2.65181E-06
12.08585655,3.99551E-06
12.08557024,1.65149E-06
12.08528393,-3.69392E-06
12.08499763,-9.03227E-06
12.08471132,-9.8599E-06
12.08442501,-4.39274E-06
12.08413871,3.32696E-06
12.0838524,6.95261E-06
12.08356609,5.08954E-06
12.08327979,2.43501E-06
12.08299348,2.51982E-06
12.08270717,2.66269E-06
12.08242087,-1.06553E-06
12.08213456,-6.6706E-06
12.08184825,-7.99577E-06
12.08156195,-2.30519E-06
12.08127564,7.44785E-06
12.08098934,1.67645E-05
12.08070303,2.22415E-05
12.08041672,2.11098E-05
12.08013042,1.29476E-05
12.07984411,2.49765E-06
12.0795578,-3.42373E-06
12.0792715,-3.2682E-06
12.07898519,-1.73202E-06
12.07869888,-2.4254E-06
12.07841258,-3.46448E-06
12.07812627,-2.05735E-06
12.07783996,6.69955E-07
12.07755366,2.23199E-06
12.07726735,2.53675E-06
12.07698104,1.81581E-06
12.07669474,-1.7481E-06
12.07640843,-8.3692E-06
12.07612212,-1.36378E-05
12.07583582,-1.36071E-05
12.07554951,-1.0459E-05
12.07526321,-8.59205E-06
12.0749769,-7.65658E-06
12.07469059,-4.84351E-06
12.07440429,-1.89632E-06
12.07411798,-3.37575E-06
12.07383167,-8.74366E-06
12.07354537,-1.27363E-05
12.07325906,-1.39783E-05
12.07297275,-1.6744E-05
12.07268645,-2.23986E-05
12.07240014,-2.5006E-05
12.07211383,-1.89602E-05
12.07182753,-7.22725E-06
12.07154122,1.67019E-06
12.07125491,3.04987E-06
12.07096861,-2.91581E-07
12.0706823,-2.73898E-06
12.07039599,-1.65533E-06
12.07010969,1.5121E-06
12.06982338,3.89733E-06
12.06953708,3.55834E-06
12.06925077,-1.43719E-07
12.06896446,-6.33789E-06
12.06867816,-1.18611E-05
12.06839185,-1.25565E-05
12.06810554,-7.42284E-06
12.06781924,-5.8329E-07
12.06753293,2.71544E-06
12.06724662,1.38016E-06
12.06696032,-1.51239E-06
12.06667401,-2.55256E-06
12.0663877,-4.6003E-07
12.0661014,3.27406E-06
12.06581509,4.49979E-06
12.06552878,-3.44389E-07
12.06524248,-8.92992E-06
12.06495617,-1.36574E-05
12.06466986,-1.00657E-05
12.06438356,-2.0064E-06
12.06409725,3.80132E-06
12.06381095,5.06143E-06
12.06352464,3.17247E-06
12.06323833,-7.63678E-07
12.06295203,-5.33339E-06
12.06266572,-7.50929E-06
12.06237941,-6.30637E-06
12.06209311,-5.53969E-06
12.0618068,-9.03776E-06
12.06152049,-1.47603E-05
12.06123419,-1.71413E-05
12.06094788,-1.41411E-05
12.06066157,-9.10901E-06
12.06037527,-6.43821E-06
12.06008896,-7.65075E-06
12.05980265,-1.12596E-05
12.05951635,-1.4604E-05
12.05923004,-1.56543E-05
12.05894373,-1.39845E-05
12.05865743,-1.0576E-05
12.05837112,-6.98024E-06
12.05808481,-4.4681E-06
12.05779851,-3.10831E-06
12.0575122,-1.56248E-06
12.0572259,1.21953E-06
12.05693959,4.1774E-06
12.05665328,5.35355E-06
12.05636698,4.7378E-06
12.05608067,4.2149E-06
12.05579436,4.83684E-06
12.05550806,5.92588E-06
12.05522175,6.57792E-06
12.05493544,6.15605E-06
12.05464914,3.81749E-06
12.05436283,-2.37134E-07
12.05407652,-3.45093E-06
12.05379022,-3.1522E-06
12.05350391,-5.84882E-08
12.0532176,2.29624E-06
12.0529313,1.54142E-06
12.05264499,-1.50139E-06
12.05235868,-4.41325E-06
12.05207238,-5.61936E-06
12.05178607,-5.53144E-06
12.05149977,-5.8861E-06
12.05121346,-7.55334E-06
12.05092715,-9.13548E-06
12.05064085,-8.67245E-06
12.05035454,-6.11617E-06
12.05006823,-2.61361E-06
12.04978193,1.53567E-06
12.04949562,5.71785E-06
12.04920931,6.98161E-06
12.04892301,2.95546E-06
12.0486367,-3.20553E-06
12.04835039,-4.71727E-06
12.04806409,7.8251E-07
12.04777778,8.0947E-06
12.04749147,1.07515E-05
12.04720517,8.09922E-06
12.04691886,4.78537E-06
12.04663255,4.97188E-06
12.04634625,8.21037E-06
12.04605994,1.00436E-05
12.04577364,6.45959E-06
12.04548733,-1.22551E-06
12.04520102,-6.54721E-06
12.04491472,-4.71048E-06
12.04462841,1.49006E-06
12.0443421,4.8738E-06
12.0440558,2.45424E-06
12.04376949,-1.84611E-06
12.04348318,-2.77771E-06
12.04319688,8.46215E-07
12.04291057,6.37207E-06
12.04262426,9.81849E-06
12.04233796,7.74748E-06
12.04205165,1.68715E-09
12.04176534,-8.05929E-06
12.04147904,-9.03376E-06
12.04119273,-1.54515E-06
12.04090642,6.75812E-06
